,gestures,intersection
0,G3->1,123.24176775
1,G3->0,144.3683438
2,G3->3,151.10110899999998
3,G4->1,194.28900799999997
4,G2->2,314.13103675
5,G4->0,315.80188960000004
6,G6->2,338.43047199999995
7,G2->3,346.6827334999998
8,G8->0,353.87198966666665
9,G6->0,356.9630638
10,G4->2,369.70504974999983
11,G2->0,383.94592459999996
12,G6->1,411.0177152
13,G3->2,512.2701829999996
14,G5->0,512.9117028000002
15,G11->0,541.6099015
16,G2->1,897.1726698000004
