,gestures,intersection
0,G3->2,0.01099466731517511
1,G2->3,0.015535416167664668
2,G3->3,0.01609091666666667
3,G3->1,0.016574352112676063
4,G2->1,0.017182749999999997
5,G8->0,0.017596213114754095
6,G3->0,0.01803810000000001
7,G2->2,0.02254380232558139
8,G4->0,0.023559934782608687
9,G2->0,0.025046442857142866
10,G6->1,0.032287390410958905
11,G4->1,0.03247117355371902
12,G5->0,0.03353430348258706
13,G6->2,0.03534776315789473
14,G6->0,0.03567842142857143
15,G11->0,0.05609602551020413
16,G4->2,0.0586735179856115
