,gestures,intersection
0,G3->0,0.015310637499999998
1,G3->2,0.016635243190661488
2,G2->1,0.018649316176470598
3,G6->0,0.019238121428571432
4,G3->1,0.021909633802816905
5,G2->3,0.023868338323353284
6,G3->3,0.02551176388888889
7,G6->2,0.029605421052631583
8,G4->2,0.03309358273381296
9,G2->0,0.034266000000000005
10,G2->2,0.0352611046511628
11,G6->1,0.03618716438356165
12,G4->1,0.036431380165289254
13,G5->0,0.03662010945273633
14,G4->0,0.03719149999999998
15,G8->0,0.03902166666666667
16,G11->0,0.053182061224489784
