,gestures,intersection
0,G2->3,0.018794768361581927
1,G3->0,0.02032410256410257
2,G3->3,0.022074962025316454
3,G2->2,0.02376349206349206
4,G3->2,0.025395410714285728
5,G2->0,0.026092762331838576
6,G8->0,0.026394528169014088
7,G3->1,0.03040301515151516
8,G2->1,0.04259580952380953
9,G4->1,0.04698589999999998
10,G6->1,0.05220175000000001
11,G4->2,0.055077555555555546
12,G6->0,0.06479750000000001
13,G6->2,0.06814587179487179
14,G11->0,0.07375594897959185
15,G4->0,0.08131584375000002
16,G5->0,0.12055997826086957
