,gestures,intersection
0,G1->0,0.17460317460317462
1,G2->2,0.39858906525573196
2,G3->0,0.4017094017094017
3,G2->0,0.4225211758844046
4,G6->3,0.42603359173126615
5,G4->1,0.4740740740740741
6,G8->0,0.5015649452269171
7,G2->3,0.5059635907093534
8,G3->3,0.5485232067510548
9,G3->1,0.5488215488215489
10,G4->2,0.5637860082304527
11,G3->2,0.5912698412698413
12,G2->1,0.6105820105820106
13,G6->1,0.6538461538461539
14,G11->0,0.7074829931972789
15,G4->0,0.7222222222222222
16,G5->0,0.7705314009661836
17,G6->0,0.7810457516339869
18,G6->2,0.8290598290598291
