,gestures,intersection
0,G3->0,0.02621266666666667
1,G4->1,0.02880210000000001
2,G3->1,0.0317719393939394
3,G6->0,0.03615260294117648
4,G3->3,0.03663468354430381
5,G2->3,0.03803690960451977
6,G2->2,0.03975096825396826
7,G2->0,0.04088392825112108
8,G8->0,0.04210132394366198
9,G3->2,0.04361753571428571
10,G4->2,0.043983259259259264
11,G2->1,0.05034234285714288
12,G11->0,0.054041581632653074
13,G6->1,0.057348307692307705
14,G6->2,0.0654782564102564
15,G5->0,0.08369747826086957
16,G4->0,0.0871736875
