,gestures,intersection
0,G1->0,0.1094147582697201
1,G2->0,0.34428794992175277
2,G11->0,0.3547619047619048
3,G4->1,0.40277777777777773
4,G2->2,0.4241338112305854
5,G6->2,0.4435483870967742
6,G8->0,0.4666666666666666
7,G3->3,0.49561403508771934
8,G2->1,0.5028524857375712
9,G3->1,0.5271535580524345
10,G6->1,0.5295774647887325
11,G5->0,0.5314465408805032
12,G2->3,0.5830618892508143
13,G3->0,0.6266666666666666
14,G4->0,0.6284722222222222
15,G6->3,0.698501872659176
16,G3->2,0.7239057239057239
17,G6->0,0.8391608391608392
