,gestures,intersection
0,G8->0,0.28225108225108225
1,G2->1,0.3308883455582722
2,G2->0,0.3568075117370892
3,G1->0,0.42748091603053434
4,G6->1,0.4309859154929578
5,G3->1,0.47191011235955055
6,G2->2,0.5161290322580645
7,G2->3,0.5211726384364821
8,G4->1,0.5416666666666667
9,G3->3,0.6008771929824561
10,G5->0,0.6069182389937106
11,G3->2,0.6296296296296297
12,G3->0,0.66
13,G6->3,0.6779026217228465
14,G11->0,0.6904761904761906
15,G6->2,0.6908602150537634
16,G4->0,0.6944444444444445
17,G6->0,0.7599067599067598
