,gestures,intersection
0,G4->1,131.42239175
1,G3->2,167.467557
2,G3->0,179.9018522
3,G3->3,180.88507225
4,G4->0,277.06890699999997
5,G11->0,303.8458727500001
6,G6->2,377.1128057499999
7,G2->0,398.83370600000006
8,G5->0,409.8593285999999
9,G2->3,413.348735
10,G2->2,424.69868099999997
11,G6->0,430.36617559999996
12,G3->1,515.23302975
13,G6->1,767.3028064000002
14,G8->0,769.0779153333333
15,G2->1,1131.8240533999974
