,gestures,intersection
0,G1->0,0.11365564037319764
1,G2->3,0.31740861382555197
2,G8->0,0.3240981240981241
3,G2->0,0.36932707355242567
4,G3->1,0.40012484394506864
5,G2->2,0.40780565511748307
6,G6->1,0.4397496087636933
7,G2->1,0.4607443629448519
8,G3->2,0.49719416386083054
9,G5->0,0.5094339622641509
10,G11->0,0.5253968253968254
11,G3->0,0.5344444444444444
12,G4->0,0.550925925925926
13,G3->3,0.5643274853801169
14,G6->3,0.6048689138576778
15,G4->1,0.625
16,G6->2,0.696236559139785
17,G6->0,0.7676767676767677
