,gestures,intersection
0,G6->2,0.16
1,G4->1,0.25773195876288657
2,G1->0,0.2777777777777778
3,G6->3,0.3088235294117647
4,G6->1,0.34705882352941175
5,G2->1,0.4088050314465409
6,G3->1,0.4426229508196721
7,G3->0,0.47115384615384615
8,G4->2,0.5102040816326531
9,G2->3,0.5286458333333334
10,G2->0,0.5327510917030568
11,G5->0,0.5849056603773585
12,G3->3,0.6153846153846154
13,G2->2,0.6711956521739131
14,G3->2,0.7317073170731707
15,G11->0,0.8173913043478261
16,G6->0,0.8322147651006712
17,G4->0,0.8953488372093024
