,gestures,intersection
0,G3->3,151.07047724999998
1,G3->2,154.67117074999996
2,G4->1,180.15231800000004
3,G3->1,215.44101949999998
4,G3->0,224.40246900000002
5,G4->2,273.80110825
6,G4->0,286.8859098
7,G11->0,291.4102715
8,G6->0,358.51156419999995
9,G2->0,374.39696420000007
10,G6->2,385.77720124999996
11,G2->2,536.556744
12,G2->3,572.18579525
13,G6->1,612.9297349999996
14,G5->0,861.3797774000001
15,G2->1,1148.8688112000011
