,gestures,intersection
0,G1->0,0.2839506172839506
1,G11->0,0.32753623188405795
2,G2->3,0.3663194444444444
3,G2->2,0.4230072463768116
4,G6->2,0.4474074074074074
5,G2->0,0.4788937409024745
6,G4->1,0.5395189003436426
7,G2->1,0.5440251572327044
8,G5->0,0.549266247379455
9,G4->2,0.5918367346938775
10,G3->0,0.6314102564102564
11,G3->2,0.6341463414634146
12,G6->3,0.6446078431372549
13,G6->1,0.6470588235294118
14,G3->1,0.6639344262295083
15,G3->3,0.6820512820512822
16,G4->0,0.6821705426356589
17,G6->0,0.8210290827740492
