,gestures,intersection
0,G1->0,[0.31868132]
1,G2->3,[0.33626761]
2,G3->0,[0.33831418]
3,G8->0,[0.35962302]
4,G4->1,[0.39506173]
5,G2->2,[0.41237579]
6,G3->3,[0.4379845]
7,G3->2,[0.47222222]
8,G4->2,[0.48888889]
9,G6->0,[0.48916667]
10,G2->1,[0.51669788]
11,G4->0,[0.54786325]
12,G3->1,[0.56084656]
13,G2->0,[0.58391608]
14,G11->0,[0.58985507]
15,G6->1,[0.61691542]
16,G6->3,[0.62091503]
17,G5->0,[0.66666667]
18,G6->2,[0.67162698]
