,gestures,intersection
0,G3->0,[0.35632184]
1,G8->0,[0.39285714]
2,G4->1,[0.40246914]
3,G1->0,[0.46336996]
4,G2->3,[0.48532864]
5,G4->2,[0.51282051]
6,G3->2,[0.54301075]
7,G3->3,[0.5503876]
8,G6->3,[0.5751634]
9,G6->0,[0.58083333]
10,G2->1,[0.60065543]
11,G11->0,[0.64202899]
12,G2->0,[0.64219114]
13,G4->0,[0.64871795]
14,G2->2,[0.67276423]
15,G6->1,[0.6840796]
16,G3->1,[0.70238095]
17,G5->0,[0.75714286]
18,G6->2,[0.80059524]
