,gestures,intersection
0,G6->1,491.2990644
1,G11->0,493.1543172499999
2,G4->1,519.95818375
3,G3->0,537.4846464
4,G3->1,650.453932
5,G3->2,670.1113695000001
6,G4->0,696.3141312000004
7,G3->3,728.70735175
8,G4->2,754.2670752500001
9,G6->2,761.6615157499998
10,G5->0,977.1542868000004
11,G8->0,1067.8294036666666
12,G2->0,1272.1611486
13,G2->2,1339.2011724999998
14,G2->3,1484.054459
15,G6->0,1819.4900664000002
16,G2->1,2914.491410999998
