,gestures,intersection
0,G1->0,0.288659793814433
1,G2->2,0.3427592116538132
2,G8->0,0.38416075650118203
3,G2->0,0.41975308641975306
4,G4->1,0.47736625514403286
5,G11->0,0.5284722222222222
6,G6->0,0.5331841909023117
7,G3->0,0.5710872162485064
8,G3->3,0.5971014492753624
9,G2->3,0.6285714285714286
10,G3->2,0.6341463414634146
11,G5->0,0.6408839779005526
12,G4->0,0.6483516483516483
13,G3->1,0.6497354497354498
14,G4->2,0.67008547008547
15,G2->1,0.6755555555555556
16,G6->3,0.7185877466251297
17,G6->2,0.7777777777777778
18,G6->1,0.8829891838741397
