,gestures,intersection
0,G1->0,0.13058419243986252
1,G8->0,0.14184397163120568
2,G4->0,0.14652014652014653
3,G4->1,0.1646090534979424
4,G3->0,0.2401433691756272
5,G3->1,0.24126984126984127
6,G2->0,0.31541218637992835
7,G2->3,0.3428571428571428
8,G3->3,0.37971014492753624
9,G2->2,0.401885175664096
10,G11->0,0.41250000000000003
11,G6->0,0.44071588366890385
12,G4->2,0.5025641025641026
13,G5->0,0.5340699815837938
14,G2->1,0.55
15,G6->3,0.6542056074766355
16,G3->2,0.7032520325203252
17,G6->1,0.8171091445427728
18,G6->2,0.8768115942028986
