,gestures,intersection
0,G6->1,32.10118239999999
1,G3->0,35.027011200000004
2,G4->0,38.13223700000001
3,G2->0,43.924717799999996
4,G6->0,46.158452
5,G5->0,73.1848704
6,G2->1,1695.9291323999998
