,gestures,intersection
0,G1->0,0.0047033007650515305
1,G4->2,0.012526030132587776
2,G4->1,0.018702907786776465
3,G2->1,0.02715284569283705
4,G2->0,0.03458059792397954
5,G3->2,0.04467263451750449
6,G2->3,0.047216311645117186
7,G3->1,0.04975333303111535
8,G6->0,0.06240893251396488
9,G3->0,0.07193882334732699
10,G3->3,0.1026248405452649
11,G2->2,0.11678434982810688
12,G8->0,0.11831279271402645
13,G4->0,0.1327964861568122
14,G6->2,0.14878397058097617
15,G6->3,0.17112674259545743
16,G11->0,0.29385085593939136
17,G5->0,0.3267029466638975
18,G6->1,0.36772904394233064
