,gestures,intersection
0,G3->2,0.01536017834394906
1,G3->1,0.015695521505376342
2,G3->0,0.01822501481481483
3,G2->3,0.01866457314148681
4,G4->1,0.01892606837606838
5,G3->3,0.020246225352112675
6,G6->0,0.022277608058608046
7,G2->0,0.026348573705179304
8,G6->2,0.026873665562913897
9,G4->0,0.027432870833333324
10,G2->1,0.028777256704980814
11,G8->0,0.03149539148936168
12,G6->1,0.03186992142857144
13,G2->2,0.0339961114982578
14,G4->2,0.03966614285714284
15,G5->0,0.046357646464646476
16,G11->0,0.06678417475728159
