,gestures,intersection
0,G3->3,[0.26388889]
1,G1->0,[0.37121212]
2,G3->1,[0.38989442]
3,G11->0,[0.40494792]
4,G2->0,[0.43711656]
5,G4->2,[0.45345345]
6,G4->1,[0.48125]
7,G2->1,[0.4949187]
8,G3->2,[0.5]
9,G2->3,[0.50318471]
10,G3->0,[0.5245098]
11,G6->3,[0.53294574]
12,G6->1,[0.60077519]
13,G8->0,[0.60964912]
14,G6->2,[0.65719697]
15,G2->2,[0.676]
16,G6->0,[0.69871795]
17,G4->0,[0.70643939]
18,G5->0,[0.77683616]
