,gestures,intersection
0,G1->0,0.01297375276929114
1,G2->2,0.05282968076466731
2,G2->3,0.09096289540187695
3,G5->0,0.16007767797285008
4,G3->0,0.1813651753806693
5,G3->2,0.22283081040778743
6,G3->3,0.24257534852330437
7,G2->1,0.2585070110837429
8,G4->2,0.2671719872393178
9,G6->1,0.2675863062676236
10,G6->2,0.2980972792884062
11,G2->0,0.3230488704661216
12,G4->1,0.3253933589668776
13,G4->0,0.3282042079767297
14,G6->3,0.35757988846248406
15,G11->0,0.3608710681408812
16,G8->0,0.43300708806412924
17,G6->0,0.4882456403338404
18,G3->1,0.4955650082252915
