,gestures,intersection
0,G1->0,0.01831856436132079
1,G6->0,0.05371958299685139
2,G2->2,0.12116192275095039
3,G3->3,0.1213721879862713
4,G3->2,0.12914993492197757
5,G4->0,0.1313537808556395
6,G11->0,0.1423829261231844
7,G4->2,0.1473145334493755
8,G6->1,0.15269031251080997
9,G2->3,0.16116425419744354
10,G2->0,0.16968161554283012
11,G6->3,0.22186753320882913
12,G4->1,0.24624659800835688
13,G5->0,0.2476144674893245
14,G2->1,0.27157759367652046
15,G6->2,0.34778875034291584
16,G8->0,0.46035206973270065
17,G3->1,0.46346120720738077
18,G3->0,0.49074627215985367
