,gestures,intersection
0,G3->1,1.0562645475113126
1,G3->0,1.0951914117647061
2,G3->3,1.2773602222222222
3,G2->1,1.6349496971544706
4,G2->2,1.6728927679999992
5,G2->0,1.719408993865031
6,G4->0,1.7340913295454548
7,G3->2,1.8540832222222225
8,G2->3,1.980525719745222
9,G8->0,2.374623563157896
10,G4->2,2.4138058558558555
11,G11->0,2.4249299453125
12,G4->1,2.9171286249999993
13,G6->2,3.7422844772727264
14,G5->0,4.433481288135592
15,G6->1,5.764657627906978
16,G6->0,9.416084769230768
