,gestures,intersection
0,G6->0,0.03180080087278619
1,G1->0,0.06283000061962783
2,G4->0,0.08219525373157306
3,G3->2,0.10527992954893607
4,G6->1,0.13052209108676488
5,G3->3,0.132876873471827
6,G3->0,0.13376320697112262
7,G8->0,0.1670171324470362
8,G2->2,0.17152437436267673
9,G2->1,0.21251984406503696
10,G4->1,0.23701865819345777
11,G11->0,0.2398971649532268
12,G2->3,0.24659826503361756
13,G4->2,0.28215955761163225
14,G5->0,0.2896390398803191
15,G2->0,0.2977098053685002
16,G3->1,0.3305435013239097
17,G6->2,0.36991026563751733
18,G6->3,0.4735489165500703
