,gestures,intersection
0,G3->0,[0.25]
1,G2->1,[0.31707317]
2,G3->1,[0.33257919]
3,G8->0,[0.48157895]
4,G3->3,[0.59722222]
5,G2->2,[0.628]
6,G4->2,[0.63513514]
7,G1->0,[0.65151515]
8,G4->1,[0.65625]
9,G11->0,[0.66796875]
10,G5->0,[0.66949153]
11,G6->0,[0.67307692]
12,G2->0,[0.67638037]
13,G3->2,[0.67777778]
14,G4->0,[0.73863636]
15,G2->3,[0.74203822]
16,G6->3,[0.75]
17,G6->1,[0.79069767]
18,G6->2,[0.86363636]
