,gestures,intersection
0,G1->0,0.12337662337662338
1,G2->2,0.21818181818181817
2,G2->1,0.324468085106383
3,G2->3,0.3249299719887955
4,G4->1,0.3411458333333333
5,G3->3,0.3881278538812785
6,G5->0,0.3963414634146341
7,G11->0,0.39693757361601884
8,G4->2,0.42696629213483145
9,G2->0,0.43939393939393945
10,G3->0,0.4621212121212121
11,G8->0,0.5
12,G4->0,0.5048543689320388
13,G3->2,0.5345911949685535
14,G3->1,0.54
15,G6->2,0.5601092896174863
16,G6->1,0.6246498599439776
17,G6->3,0.6526315789473685
18,G6->0,0.6852713178294573
