,gestures,intersection
0,G2->3,0.2663337494798169
1,G4->1,0.35073627844712185
2,G3->0,0.4108309990662932
3,G1->0,0.42483660130718953
4,G2->0,0.43251601502098524
5,G2->2,0.44825941821649984
6,G2->1,0.4610281923714761
7,G8->0,0.5096618357487923
8,G5->0,0.5249249249249249
9,G4->0,0.5358649789029536
10,G3->1,0.5442834138486312
11,G4->2,0.5734767025089605
12,G6->1,0.5950292397660818
13,G3->3,0.5974235104669887
14,G3->2,0.7213403880070547
15,G11->0,0.782051282051282
16,G6->3,0.8282828282828283
17,G6->0,0.8645833333333334
18,G6->2,0.8738738738738739
