,gestures,intersection
0,G3->0,0.012990558823529416
1,G2->3,0.014760814332247558
2,G3->3,0.014931160919540234
3,G3->2,0.01501388461538462
4,G3->1,0.01793575609756097
5,G2->1,0.021784885321100914
6,G4->1,0.022133107526881714
7,G2->2,0.022353603351955312
8,G4->2,0.02393386206896552
9,G6->1,0.02491000917431193
10,G4->0,0.0249333551401869
11,G6->0,0.02796791351351352
12,G6->2,0.028324110344827583
13,G2->0,0.029128458966565372
14,G11->0,0.03654247402597397
