,gestures,intersection
0,G11->0,1.0121391745781112
1,G2->3,1.8415147110176737
2,G6->0,2.3131400709416075
3,G2->1,2.3788413585317363
4,G6->2,2.438056618867092
5,G4->2,3.298057044641067
6,G2->2,3.445060701626723
7,G3->3,3.459100198961618
8,G6->1,3.5311248954119607
9,G4->1,3.7935001281360528
10,G2->0,4.330434643183528
11,G3->2,4.587391711043997
12,G4->0,5.415712094053983
13,G3->1,6.779231148917826
14,G3->0,7.173916770835028
