,gestures,intersection
0,G4->2,0.04424518548387096
1,G2->3,0.08881021653543307
2,G4->1,0.09070835675675673
3,G3->1,0.11296134285714293
4,G2->0,0.12053808372093021
5,G2->1,0.12719710955056177
6,G4->0,0.13498997520661155
7,G2->2,0.14533419181034488
8,G6->0,0.15492217215189882
9,G5->0,0.16784548850574726
10,G3->3,0.23104586000000005
11,G3->2,0.23562237500000016
12,G3->0,0.28972158163265294
13,G11->0,0.29394065000000025
14,G6->1,0.2982203474178403
15,G6->2,0.5294510576923077
16,G8->0,0.7141116294227189
