,gestures,intersection
0,G2->0,0.2537467700258398
1,G2->1,0.29931335830212236
2,G4->1,0.30630630630630634
3,G8->0,0.3262983654045107
4,G2->2,0.34339080459770116
5,G1->0,0.3453703703703704
6,G2->3,0.3521434820647419
7,G6->1,0.36697965571205005
8,G4->0,0.4077134986225895
9,G3->0,0.423469387755102
10,G6->0,0.4337552742616034
11,G4->2,0.48118279569892475
12,G5->0,0.5025542784163473
13,G3->1,0.5523809523809524
14,G6->2,0.5527065527065527
15,G6->3,0.6016771488469601
16,G3->2,0.6607142857142857
17,G3->3,0.6933333333333332
18,G11->0,0.701111111111111
