,gestures,intersection
0,G4->2,0.007729977808058886
1,G3->1,0.019224619030077987
2,G2->0,0.030220666093419293
3,G4->0,0.03592653333715813
4,G3->2,0.04033611415647762
5,G4->1,0.04190262646287069
6,G2->2,0.04508117177427343
7,G6->2,0.05500912721058054
8,G2->3,0.07281477132419306
9,G3->0,0.10557715123626016
10,G3->3,0.10922556634387981
11,G11->0,0.11116212907508251
12,G8->0,0.11155950864274762
13,G6->0,0.11553818992522412
14,G6->1,0.12153911613686802
15,G1->0,0.127093754927562
16,G2->1,0.15967921657910672
17,G6->3,0.19519874095980036
18,G5->0,0.40363426151277365
