,gestures,intersection
0,G4->2,0.012593327769818913
1,G6->2,0.06839750836756812
2,G4->0,0.0688044486005322
3,G6->0,0.08066408693054845
4,G1->0,0.08176253414025082
5,G4->1,0.08851023087181527
6,G2->2,0.09064064946954013
7,G3->1,0.10206009614821611
8,G2->0,0.12022537657404163
9,G11->0,0.12148133325817127
10,G2->3,0.12840920918859586
11,G6->3,0.13169767303725036
12,G6->1,0.15330090240204375
13,G3->3,0.1936652883676994
14,G2->1,0.19618244089643078
15,G3->2,0.1983361898307715
16,G8->0,0.22030505088700422
17,G5->0,0.2595374919186925
18,G3->0,0.2617420153980851
