,gestures,intersection
0,G4->1,363.6061182500001
1,G3->1,411.13339224999993
2,G3->2,431.67928100000006
3,G3->3,488.6887435000001
4,G3->0,542.5893421999999
5,G11->0,576.71286625
6,G6->1,639.4920886000002
7,G4->0,697.2445668
8,G2->2,1043.3184277499995
9,G4->2,1116.9497405000002
10,G6->2,1121.6556092499998
11,G6->0,1132.8797039999997
12,G2->3,1247.2508034999998
13,G8->0,1392.1438503333336
14,G5->0,1416.0693146000006
15,G2->0,1470.4295521999998
16,G2->1,5475.167279400007
