,gestures,intersection
0,G2->2,0.4516129032258065
1,G4->2,0.4689265536723164
2,G4->1,0.5706214689265536
3,G5->0,0.5896147403685092
4,G2->1,0.5914634146341463
5,G4->0,0.6323529411764706
6,G3->3,0.6774193548387096
7,G3->0,0.7198067632850241
8,G2->3,0.7565543071161048
9,G3->2,0.791111111111111
10,G3->1,0.8122605363984675
11,G11->0,0.8172043010752689
12,G6->0,0.8181818181818182
13,G1->0,0.8571428571428571
14,G2->0,0.8623655913978494
15,G6->3,0.8666666666666667
16,G6->1,0.8781362007168458
17,G6->2,0.9319727891156463
