,gestures,intersection
0,G1->0,0.06122448979591837
1,G3->0,0.10144927536231885
2,G2->2,0.1532258064516129
3,G2->0,0.15483870967741933
4,G2->1,0.2052845528455285
5,G4->1,0.22033898305084745
6,G3->3,0.25806451612903225
7,G2->3,0.2696629213483146
8,G3->2,0.29333333333333333
9,G3->1,0.36398467432950193
10,G6->1,0.4444444444444444
11,G11->0,0.5734767025089605
12,G4->2,0.6101694915254238
13,G4->0,0.676470588235294
14,G6->3,0.7047619047619048
15,G6->0,0.7818181818181819
16,G6->2,0.7823129251700681
17,G5->0,0.8693467336683417
