,gestures,intersection
0,G1->0,0.3106575963718821
1,G2->2,0.4139784946236559
2,G2->1,0.46815718157181574
3,G3->0,0.48470209339774556
4,G4->1,0.5178907721280603
5,G2->3,0.560549313358302
6,G3->3,0.5681003584229392
7,G3->1,0.5989782886334609
8,G4->2,0.6064030131826742
9,G6->1,0.6559139784946236
10,G11->0,0.6941457586618877
11,G3->2,0.7081481481481481
12,G2->0,0.7247311827956989
13,G4->0,0.7521786492374728
14,G6->3,0.8031746031746032
15,G5->0,0.847571189279732
16,G6->2,0.8662131519274375
17,G6->0,0.8868686868686867
