,gestures,intersection
0,G2->0,0.28707306528318205
1,G2->2,0.28957836117740654
2,G1->0,0.3005050505050505
3,G4->2,0.30704365079365076
4,G3->2,0.35529205094422484
5,G4->1,0.3622222222222222
6,G2->3,0.39589442815249265
7,G5->0,0.4737654320987655
8,G2->1,0.5079365079365079
9,G3->0,0.5555555555555556
10,G4->0,0.5716586151368761
11,G11->0,0.5728038507821902
12,G3->3,0.5964912280701755
13,G3->1,0.6344086021505376
14,G6->3,0.66820987654321
15,G6->1,0.6766034327009937
16,G6->2,0.7528344671201814
17,G6->0,0.7732974910394266
