,gestures,intersection
0,G2->0,0.2529182879377432
1,G2->2,0.2545743834526651
2,G4->2,0.2708333333333333
3,G1->0,0.3409090909090909
4,G4->1,0.35555555555555557
5,G2->1,0.40317460317460324
6,G5->0,0.40740740740740744
7,G2->3,0.43108504398826986
8,G3->1,0.4731182795698925
9,G3->2,0.538866930171278
10,G6->1,0.5989159891598915
11,G3->0,0.6212121212121212
12,G3->3,0.6257309941520468
13,G11->0,0.6257521058965102
14,G4->0,0.6425120772946861
15,G6->2,0.7312925170068026
16,G6->0,0.7553763440860215
17,G6->3,0.8055555555555557
