,gestures,intersection
0,G5->0,0.016527630947188152
1,G6->0,0.041396991636966474
2,G4->1,0.07238647304615066
3,G4->0,0.07351433299092523
4,G6->3,0.07404948517643155
5,G6->1,0.0931805562308158
6,G2->3,0.1273235678570467
7,G3->2,0.139153558503678
8,G4->2,0.14272617657186093
9,G3->1,0.14482993815052803
10,G1->0,0.15667222380842494
11,G8->0,0.1824277484717889
12,G6->2,0.18642929377592565
13,G2->1,0.20901691238331924
14,G2->2,0.20922113224877092
15,G2->0,0.24836113365718812
16,G3->0,0.35374480900719085
