,gestures,intersection
0,G1->0,0.01619672749304628
1,G4->2,0.022022562482175153
2,G4->0,0.02879296345521096
3,G8->0,0.029482591596349833
4,G6->3,0.03622389643791411
5,G6->2,0.04205708760485736
6,G6->1,0.04442015524329294
7,G4->1,0.04748728746538535
8,G3->0,0.0638898065754681
9,G6->0,0.07923210792053405
10,G2->0,0.11901987535361787
11,G2->2,0.13085088378778545
12,G3->1,0.22081241761396134
13,G2->3,0.24361099917685966
14,G2->1,0.2506619223713709
15,G3->2,0.27262330209719915
16,G5->0,0.325459493643595
17,G3->3,0.340010140793999
