,gestures,intersection
0,G1->0,0.002411945618952264
1,G4->2,0.0045034155133609035
2,G4->0,0.007054988536565921
3,G6->2,0.01430117800192901
4,G6->3,0.020098538858123186
5,G3->0,0.035773787095725644
6,G5->0,0.03883434342524621
7,G4->1,0.040789010722849676
8,G3->1,0.04653344669020301
9,G2->0,0.062245617203065325
10,G8->0,0.06376621058564147
11,G2->2,0.07428196438328664
12,G2->1,0.07640460760911383
13,G6->1,0.12021473157119315
14,G3->2,0.1532082052157442
15,G2->3,0.16824958839025703
16,G3->3,0.24012849077619067
17,G6->0,0.3675902511795086
