,gestures,intersection
0,G4->1,807.750329
1,G6->1,1042.9936448
2,G3->0,1049.3641008
3,G3->1,1098.2252942500002
4,G3->2,1203.4878584999997
5,G4->2,1229.6363367500003
6,G4->0,1415.7468554000002
7,G8->0,1506.9528956666666
8,G6->2,1605.3830585
9,G3->3,1742.1802642499997
10,G6->0,2119.6369606
11,G5->0,3569.2476786000016
12,G2->2,4132.509171750001
13,G2->0,4160.103677200001
14,G2->3,6840.731728249997
15,G2->1,9550.701411799997
