,gestures,intersection
0,G4->2,0.15789473684210525
1,G2->1,0.19806763285024154
2,G3->3,0.3225806451612903
3,G2->0,0.32950191570881227
4,G6->3,0.3409090909090909
5,G4->1,0.44144144144144143
6,G4->0,0.4696969696969697
7,G3->1,0.5454545454545454
8,G1->0,0.556390977443609
9,G2->3,0.5603864734299517
10,G2->2,0.5661016949152542
11,G11->0,0.5797872340425532
12,G6->1,0.6
13,G8->0,0.6976744186046512
14,G6->2,0.7152777777777778
15,G3->2,0.7246376811594203
16,G3->0,0.734375
17,G6->0,0.88
18,G5->0,0.9435483870967742
