,gestures,intersection
0,G4->1,0.23523523523523526
1,G1->0,0.24979114452798662
2,G2->0,0.25883354618986804
3,G2->2,0.4376647834274953
4,G11->0,0.44060283687943264
5,G8->0,0.4496124031007752
6,G3->3,0.47550776583034643
7,G2->1,0.4825550187869028
8,G2->3,0.4868491680085883
9,G3->2,0.5040257648953301
10,G4->2,0.5064327485380118
11,G6->0,0.51
12,G5->0,0.5197132616487455
13,G3->0,0.5416666666666666
14,G6->2,0.60570987654321
15,G6->3,0.6338383838383839
16,G3->1,0.6548821548821548
17,G6->1,0.711111111111111
18,G4->0,0.7441077441077442
