,gestures,intersection
0,G2->2,0.20418848167539266
1,G6->3,0.22065727699530516
2,G2->1,0.23398576512455516
3,G2->3,0.25252525252525254
4,G1->0,0.2894736842105263
5,G6->2,0.3333333333333333
6,G8->0,0.4050632911392405
7,G5->0,0.5777777777777777
8,G11->0,0.6290322580645161
9,G4->2,0.6338028169014085
10,G2->0,0.6390532544378699
11,G3->1,0.7019230769230769
12,G4->1,0.7093023255813954
13,G3->3,0.7431192660550459
14,G3->2,0.7432432432432432
15,G6->1,0.7972350230414746
16,G6->0,0.8271604938271605
17,G3->0,0.8656716417910447
18,G4->0,0.9076923076923077
