,gestures,intersection
0,G2->1,0.18950177935943058
1,G2->3,0.2895622895622896
2,G1->0,0.32456140350877194
3,G2->2,0.39499709133216987
4,G4->1,0.41731266149870805
5,G8->0,0.45569620253164556
6,G6->1,0.5023041474654378
7,G3->2,0.509009009009009
8,G3->1,0.5288461538461539
9,G3->0,0.5373134328358209
10,G2->0,0.5456936226166996
11,G3->3,0.5677879714576962
12,G4->2,0.5837245696400626
13,G5->0,0.5950617283950618
14,G6->3,0.5998956703182056
15,G11->0,0.6738351254480287
16,G4->0,0.6837606837606838
17,G6->2,0.7373737373737375
18,G6->0,0.7736625514403291
