,gestures,intersection
0,G3->1,30.6146525
1,G3->3,32.682545250000004
2,G4->1,34.18353025
3,G3->2,36.154301
4,G4->2,36.37595274999999
5,G3->0,48.34876340000001
6,G6->2,50.154473250000024
7,G6->0,51.7869224
8,G4->0,54.43274180000002
9,G11->0,86.77468525
10,G2->2,95.90574249999999
11,G5->0,105.9333194
12,G2->0,119.34986499999995
13,G6->1,145.025559
14,G8->0,154.16635066666666
15,G2->3,196.19438075000008
16,G2->1,579.5514638
