,gestures,intersection
0,G2->3,0.10307414104882459
1,G1->0,0.17857142857142858
2,G2->1,0.18120805369127516
3,G6->3,0.19444444444444445
4,G6->2,0.20121951219512196
5,G2->2,0.24431818181818182
6,G4->1,0.27956989247311825
7,G3->0,0.3644859813084112
8,G2->0,0.49056603773584906
9,G8->0,0.49742268041237114
10,G5->0,0.569060773480663
11,G11->0,0.6101694915254238
12,G3->1,0.65
13,G3->3,0.6756756756756757
14,G3->2,0.691358024691358
15,G6->1,0.7142857142857143
16,G6->0,0.7723577235772358
17,G4->2,0.8495575221238938
18,G4->0,0.9887640449438202
