,gestures,intersection
0,G2->3,0.01120598734177216
1,G3->0,0.013659682242990656
2,G3->3,0.013905522522522522
3,G3->1,0.016089549999999987
4,G3->2,0.01674698765432098
5,G2->2,0.021600937499999997
6,G4->1,0.022491688172042994
7,G2->0,0.024397245283018888
8,G8->0,0.025388579896907217
9,G4->2,0.026121929203539822
10,G2->1,0.0292319597315436
11,G6->2,0.03180791463414634
12,G6->1,0.03362676373626372
13,G4->0,0.03745898876404495
14,G5->0,0.03860130939226521
15,G6->0,0.041677902439024396
16,G11->0,0.04697950282485878
